Year,Units_Sold,Price_Per_Unit,Discount_Percent,Advertising_Spend,Store_Count,Online_Sales_Percent,Customer_Rating,Toy_Name
2024,1505,33.52,42.91,18829.87,154,62.01,1.7,Teddy Bear
2020,3663,70.09,13.8,25879.9,29,61.31,4.7,Remote Control Car
2015,88,81.52,31.85,35429.25,72,86.38,1.4,Train Set
2018,3134,40.95,35.71,42259.3,166,31.14,1.9,Barbie Doll
2024,4289,75.95,19.17,5050.16,179,53.87,1.1,Puzzle Game
2020,2781,88.95,40.61,33172.13,43,35.68,2.5,Building Blocks
2020,2465,77.85,0.13,24358.86,8,33.85,2.2,Teddy Bear
2025,808,8.25,29.75,30283.49,153,50.45,4.4,Puzzle Game
2019,4392,83.6,30.68,25918.05,106,67.19,3.7,Building Blocks
2015,3166,78.58,26.69,23083.96,124,58.39,4.2,Building Blocks
2022,814,68.58,31.5,11070.13,55,19.39,1.6,Train Set
2019,2472,77.2,8.36,24144.46,173,83.79,3.3,Train Set
2019,1364,98.05,34.24,10293.1,67,66.7,3.0,Building Blocks
2021,4352,45.96,16.79,3185.96,57,56.35,2.7,Barbie Doll
2018,4045,11.39,22.6,19317.4,49,21.54,5.0,Remote Control Car
2020,4079,48.78,16.66,2222.83,54,20.79,2.8,Barbie Doll
2018,3743,9.41,23.7,28564.7,175,33.48,1.4,Toy Bike
2017,3235,32.95,31.08,4547.23,192,83.85,1.1,Remote Control Car
2021,2916,60.75,41.92,22440.13,102,21.76,4.2,Action Figure
2022,1367,34.41,24.17,49027.0,24,62.37,1.0,Barbie Doll
2018,750,70.11,16.16,1484.19,62,61.59,4.7,Toy Bike
2016,4433,83.09,24.4,18975.87,33,17.36,1.8,Barbie Doll
2024,2251,44.94,34.44,33989.88,99,66.59,4.5,Action Figure
2017,1643,90.51,17.34,8786.93,40,48.1,4.2,Toy Bike
2015,4037,12.58,20.71,28475.95,157,50.06,1.8,Train Set
2022,4995,84.81,28.14,13651.33,8,10.44,4.3,Building Blocks
2017,4195,83.71,14.7,11915.67,16,81.74,2.3,Barbie Doll
2024,1280,35.59,10.45,44854.19,123,58.83,1.8,Teddy Bear
2021,2662,33.38,7.02,10960.74,161,58.36,1.9,Remote Control Car
2024,3187,33.98,17.63,19451.03,64,41.13,4.5,Puzzle Game
2019,1958,82.08,2.42,9310.28,139,66.14,1.1,Teddy Bear
2024,1840,84.01,29.17,14910.5,157,76.64,4.0,Toy Bike
2019,2978,36.32,8.8,15362.23,49,49.6,4.2,Teddy Bear
2021,1138,61.3,18.87,17011.88,109,53.61,2.5,Building Blocks
2023,2431,18.2,13.46,32412.28,88,26.67,3.8,Barbie Doll
2019,4177,49.53,31.52,37387.04,194,38.26,4.6,Action Figure
2015,2995,99.89,42.52,26022.82,5,47.45,3.2,Action Figure
2024,3619,20.09,31.67,30913.32,181,62.9,3.6,Train Set
2024,1215,95.02,27.13,40850.17,44,84.54,3.8,Action Figure
2015,650,83.3,33.45,49978.47,135,20.97,4.8,Remote Control Car
2016,2075,97.36,1.5,23368.79,70,52.32,2.7,Remote Control Car
2020,1634,22.06,6.14,46885.29,69,58.88,3.2,Train Set
2023,1037,25.28,4.75,25028.13,79,76.04,2.9,Building Blocks
2022,2015,6.6,4.91,39317.99,155,77.49,2.3,Toy Bike
2019,1489,73.85,13.02,29087.93,99,62.86,4.8,Teddy Bear
2015,4665,66.19,26.6,44317.92,54,25.57,3.0,Puzzle Game
2021,918,21.92,5.73,22986.46,126,72.38,4.7,Teddy Bear
2019,2113,80.16,46.76,35094.94,23,56.28,5.0,Building Blocks
2020,1179,33.42,42.71,23849.45,186,86.91,4.4,Action Figure
2021,4428,17.82,48.58,42994.34,145,86.26,1.7,Remote Control Car
2017,4506,45.14,2.13,49724.07,117,54.13,1.2,Remote Control Car
2024,3779,13.64,42.57,12922.43,87,85.47,3.2,Building Blocks
2017,1984,30.01,40.19,24242.61,46,12.06,3.2,Puzzle Game
2019,1126,40.28,45.11,4981.58,103,83.24,3.4,Teddy Bear
2020,1689,85.93,26.4,7908.78,47,87.16,1.2,Teddy Bear
2023,1442,80.29,39.39,46528.36,59,88.33,2.2,Puzzle Game
2019,80,47.06,2.56,27637.08,103,72.24,3.0,Building Blocks
2015,753,73.83,3.79,20360.68,173,24.45,3.1,Barbie Doll
2018,918,59.02,5.93,33902.64,110,87.97,4.8,Barbie Doll
2019,282,37.38,45.74,28447.9,62,44.24,4.9,Remote Control Car
2024,1000,73.96,3.06,15147.17,54,47.7,4.6,Building Blocks
2024,108,69.93,5.01,12104.11,125,11.21,2.0,Toy Bike
2019,2868,63.81,46.52,29921.75,114,37.47,3.6,Remote Control Car
2021,3650,63.71,5.37,10225.01,141,30.57,2.1,Teddy Bear
2018,3199,69.88,43.49,7819.43,12,45.99,4.8,Train Set
2015,351,41.53,39.46,16600.99,2,31.53,3.0,Remote Control Car
2019,2900,87.56,2.01,43205.71,42,45.78,4.3,Puzzle Game
2021,2994,20.42,1.09,2804.15,182,21.81,2.6,Remote Control Car
2024,1973,88.97,26.72,41830.05,11,86.16,2.5,Puzzle Game
2024,366,37.52,49.86,31427.72,113,63.13,1.1,Remote Control Car
2020,1938,16.88,43.94,2978.27,78,89.08,2.8,Puzzle Game
2019,2765,62.0,15.5,30499.91,150,10.39,3.6,Toy Bike
2018,4835,40.72,19.32,21874.95,109,76.86,1.5,Building Blocks
2016,1931,82.47,19.4,42215.25,177,16.74,1.7,Action Figure
2018,3948,45.92,36.71,45452.74,37,71.91,4.9,Action Figure
2024,4163,68.51,17.06,15038.16,36,83.8,3.9,Building Blocks
2024,1228,34.28,7.39,39424.33,177,21.25,4.6,Remote Control Car
2017,3905,24.9,37.36,16180.34,58,86.49,2.9,Puzzle Game
2024,4923,41.86,22.9,15486.14,3,44.9,1.7,Barbie Doll
2015,4505,62.65,3.84,10439.28,194,37.54,1.7,Barbie Doll
2022,381,67.41,39.5,34245.96,161,73.66,3.2,Barbie Doll
2019,577,59.93,29.27,13822.59,146,78.25,3.9,Train Set
2018,2109,98.87,24.47,23778.06,176,76.92,4.7,Remote Control Car
2022,1148,70.65,33.67,40794.28,75,59.92,2.6,Remote Control Car
2021,261,93.49,25.27,39803.73,199,33.7,2.3,Building Blocks
2016,1764,16.2,32.42,42916.69,37,32.12,4.7,Toy Bike
2015,2738,10.83,43.37,8892.16,178,28.29,2.8,Puzzle Game
2025,2380,34.54,30.68,29757.75,36,21.72,3.1,Train Set
2018,3316,17.98,32.98,45827.15,27,41.41,2.8,Teddy Bear
2022,1082,54.96,30.69,3060.45,150,78.48,4.1,Action Figure
2016,1382,54.3,26.56,39931.81,31,89.69,1.3,Puzzle Game
2017,1890,59.63,8.6,13065.62,168,65.49,4.3,Puzzle Game
2015,4736,75.8,16.78,33813.03,182,22.49,2.6,Building Blocks
2015,2188,97.28,34.66,36152.85,64,63.89,4.9,Remote Control Car
2017,4601,88.43,21.27,46353.67,198,32.03,2.2,Remote Control Car
2025,4141,16.24,20.31,25931.17,117,67.41,2.9,Barbie Doll
2019,493,37.16,37.96,42563.32,53,28.9,2.7,Remote Control Car
2017,4224,29.3,0.28,3220.58,54,23.13,4.2,Action Figure
2015,1548,21.8,33.95,21606.6,182,60.76,3.7,Train Set
2015,976,56.75,24.46,22536.43,199,64.81,3.6,Train Set
2022,672,57.56,18.84,27375.65,134,24.78,3.9,Remote Control Car
2024,1529,26.59,17.03,24585.68,64,50.96,4.8,Puzzle Game
2025,3087,72.63,8.64,48430.11,182,80.45,2.9,Train Set
2016,3435,74.63,16.71,4848.44,65,64.79,3.6,Barbie Doll
2017,3368,6.99,19.57,13985.82,103,64.07,3.7,Puzzle Game
2016,283,42.6,21.87,48462.81,174,67.88,4.4,Teddy Bear
2017,1667,89.56,33.62,22819.82,170,38.0,2.2,Remote Control Car
2021,2741,54.43,22.68,28986.72,114,26.48,4.2,Barbie Doll
2015,2080,38.02,39.81,4970.25,112,68.68,3.0,Action Figure
2024,436,29.1,31.99,14918.49,93,74.96,1.1,Puzzle Game
2022,1684,28.12,9.48,2942.93,75,81.66,1.6,Barbie Doll
2024,4183,14.48,13.86,7737.74,56,73.62,4.4,Toy Bike
2024,1234,82.64,3.96,32032.43,168,37.69,2.1,Puzzle Game
2024,2017,13.23,47.29,38417.5,15,47.36,2.2,Remote Control Car
2016,290,32.77,44.33,43634.16,30,72.39,3.9,Puzzle Game
2017,611,9.34,4.24,13321.75,23,53.01,3.7,Teddy Bear
2023,2049,79.23,28.7,17310.33,12,54.57,2.8,Train Set
2021,4951,8.73,48.02,28900.52,92,85.4,3.9,Teddy Bear
2018,1979,34.29,37.36,5100.61,95,86.61,3.4,Building Blocks
2024,4950,59.46,24.59,40529.19,158,70.9,1.7,Action Figure
2019,2829,43.91,12.06,24681.31,123,74.77,2.1,Train Set
2016,1725,31.82,13.95,48309.87,103,31.16,1.3,Remote Control Car
2025,2565,31.14,36.81,6748.48,16,57.51,3.6,Barbie Doll
2022,1727,80.79,39.03,7531.23,158,48.23,1.2,Barbie Doll
2018,4191,97.53,26.43,18080.29,68,13.28,4.0,Puzzle Game
2023,3796,38.06,6.05,11131.35,33,80.68,3.1,Toy Bike
2019,3406,8.72,46.69,35132.92,185,33.66,2.8,Barbie Doll
2023,1701,8.47,42.24,47393.71,97,84.54,3.4,Barbie Doll
2018,4227,77.13,7.03,5405.32,156,60.92,3.5,Action Figure
2024,3891,57.48,2.84,12869.58,26,75.04,3.3,Train Set
2019,2491,79.44,26.79,12657.01,125,46.7,3.9,Building Blocks
2023,4935,71.26,14.21,25944.58,14,24.99,3.5,Action Figure
2022,644,91.21,14.16,23149.25,185,79.98,2.9,Barbie Doll
2017,2662,89.15,4.36,36616.44,143,72.61,4.3,Toy Bike
2015,4146,79.89,47.67,36898.93,194,70.36,4.9,Toy Bike
2017,1546,50.14,41.51,29064.97,16,27.02,3.5,Building Blocks
2018,3605,34.27,5.69,29960.09,37,51.73,3.8,Action Figure
2016,4911,53.17,43.83,42273.5,11,35.81,3.0,Teddy Bear
2015,4816,52.7,34.15,20449.89,11,59.02,2.6,Building Blocks
2021,3408,62.98,16.27,1604.8,161,52.59,4.4,Action Figure
2022,1651,22.68,43.56,11438.48,2,24.19,1.8,Puzzle Game
2021,964,67.28,29.9,2732.74,33,59.9,3.8,Remote Control Car
2019,1894,48.38,42.43,20281.31,63,13.05,1.5,Building Blocks
2015,2045,63.92,23.46,18533.95,131,15.66,4.1,Train Set
2021,144,27.76,25.03,5832.87,84,24.62,1.9,Puzzle Game
2021,542,46.27,14.55,37996.25,33,56.3,3.4,Teddy Bear
2023,3119,24.97,19.38,28099.98,26,70.76,1.6,Train Set
2017,199,88.15,28.39,12059.38,34,72.6,1.0,Building Blocks
2023,1096,51.36,47.35,38197.18,78,32.13,4.0,Remote Control Car
2015,2853,26.37,30.01,33728.63,180,40.74,4.5,Teddy Bear
2015,448,8.91,7.37,10388.16,93,28.7,4.2,Remote Control Car
2018,4526,69.2,0.35,49161.53,194,12.91,1.5,Teddy Bear
2023,601,25.39,42.55,9693.88,155,49.6,1.9,Action Figure
2020,344,99.01,18.22,38813.31,71,53.61,4.3,Teddy Bear
2025,1193,55.7,15.75,48446.04,116,84.81,1.1,Puzzle Game
2017,505,32.45,40.04,36549.61,94,66.95,3.1,Action Figure
2015,1603,67.48,47.27,33623.08,177,84.74,4.3,Train Set
2018,218,31.15,37.4,45262.75,47,32.36,1.8,Teddy Bear
2023,4855,82.93,8.69,14187.48,149,67.97,1.6,Remote Control Car
2017,1996,34.28,19.57,14580.63,149,57.86,1.7,Remote Control Car
2023,303,98.88,37.97,32416.86,199,33.74,4.0,Puzzle Game
2021,2426,62.49,45.35,44224.75,61,26.89,4.9,Remote Control Car
2018,1370,85.22,49.93,31251.33,113,33.28,1.8,Teddy Bear
2017,2933,11.92,25.58,48875.39,142,88.37,1.4,Remote Control Car
2024,3657,38.09,41.13,11922.21,148,11.86,2.1,Toy Bike
2019,2175,75.06,2.33,41468.1,5,82.39,1.4,Action Figure
2019,3546,67.23,14.29,46435.92,159,71.73,1.0,Action Figure
2017,2290,23.45,18.58,21923.12,190,53.49,2.8,Puzzle Game
2023,450,38.84,48.78,48137.14,140,78.66,4.0,Toy Bike
2018,2206,30.03,0.17,10905.23,56,14.16,2.2,Train Set
2025,2426,63.27,15.4,47688.86,184,53.54,2.3,Building Blocks
2019,412,37.73,46.52,45237.59,140,32.83,1.9,Building Blocks
2018,3988,34.36,15.33,4241.15,194,10.78,1.5,Barbie Doll
2019,3901,24.7,11.25,26545.25,26,59.52,1.3,Teddy Bear
2021,3462,43.86,36.5,26913.11,68,62.62,3.3,Train Set
2023,2356,23.57,37.27,3791.7,30,57.26,4.1,Toy Bike
2021,134,96.44,23.61,2937.03,20,41.24,3.0,Barbie Doll
2019,1874,19.68,47.35,1249.74,194,74.34,4.4,Puzzle Game
2024,3935,91.76,10.14,26700.93,109,37.45,2.8,Action Figure
2024,357,45.7,45.67,23726.96,163,58.32,1.3,Teddy Bear
2021,4407,40.9,37.78,47082.55,79,89.68,3.4,Puzzle Game
2024,1971,26.98,18.41,17773.01,51,77.67,3.9,Remote Control Car
2019,680,65.4,40.35,33253.14,14,61.54,1.5,Teddy Bear
2017,4825,70.13,6.66,1370.61,55,63.93,3.1,Remote Control Car
2021,2421,49.42,6.55,33513.38,164,77.28,2.2,Teddy Bear
2025,3350,10.29,46.5,45759.54,113,24.06,4.9,Puzzle Game
2025,3717,92.26,4.74,18383.63,53,18.82,1.8,Remote Control Car
2016,776,98.13,0.2,16388.8,182,27.67,3.7,Remote Control Car
2023,1698,45.95,19.45,31675.46,191,69.56,2.2,Teddy Bear
2024,4362,63.3,5.19,17099.05,186,71.58,2.7,Toy Bike
2024,1319,47.78,43.15,20718.5,155,12.26,4.3,Train Set
2015,4593,35.58,46.13,14382.71,2,14.8,5.0,Puzzle Game
2020,368,12.35,24.12,17899.57,116,88.53,1.5,Puzzle Game
2021,3525,48.33,21.27,34291.12,78,49.37,2.8,Puzzle Game
2022,2828,82.75,26.95,46196.38,91,52.87,3.5,Barbie Doll
2024,3108,6.62,11.31,29572.66,23,58.97,2.6,Remote Control Car
2023,4184,60.3,14.9,1491.64,163,87.16,1.5,Train Set
2016,1652,88.67,5.05,13930.74,62,22.76,1.1,Barbie Doll
2025,2306,25.67,22.32,47659.69,112,60.65,1.1,Barbie Doll
2024,879,22.41,30.58,45605.77,72,16.06,3.0,Puzzle Game
2016,905,78.37,46.51,6666.71,59,51.08,2.6,Remote Control Car
2019,2698,29.23,36.95,45512.44,192,45.22,4.9,Building Blocks
2019,1908,23.24,36.15,48261.92,92,31.46,4.6,Barbie Doll
2020,1152,40.91,15.4,16904.02,169,45.24,3.4,Remote Control Car
2017,2531,42.29,44.41,35349.33,161,65.86,2.9,Train Set
2022,1870,88.04,47.35,28439.14,137,77.28,3.3,Train Set
2015,4987,63.75,46.61,17515.43,126,72.79,2.9,Teddy Bear
2020,2129,43.57,1.94,8513.45,79,56.79,2.4,Building Blocks
2018,3208,55.77,30.22,18979.09,74,81.76,3.4,Toy Bike
2015,2490,95.63,32.16,46462.03,49,65.51,4.7,Teddy Bear
2021,3734,15.76,14.75,40751.17,2,77.06,3.6,Remote Control Car
2023,1305,24.73,49.62,17203.05,131,41.86,1.7,Teddy Bear
2018,3007,96.44,14.56,27836.09,151,65.87,2.9,Toy Bike
2018,3701,95.95,10.83,20892.12,19,15.96,1.7,Teddy Bear
2020,2289,21.83,24.21,23845.65,18,86.57,1.5,Action Figure
2017,1989,18.79,16.16,38299.32,163,60.34,2.3,Barbie Doll
2020,319,45.0,46.2,27607.3,182,78.54,1.8,Barbie Doll
2021,4880,9.72,22.0,9871.18,188,48.83,4.7,Teddy Bear
2025,4114,67.22,20.51,14182.75,137,12.47,1.2,Barbie Doll
2024,3825,12.36,31.29,28821.9,94,49.36,4.9,Building Blocks
2024,1162,10.51,4.06,34948.16,180,68.06,4.4,Remote Control Car
2017,698,51.09,37.84,25897.9,178,15.23,2.0,Barbie Doll
2021,1229,95.99,38.42,31390.32,12,18.02,1.4,Remote Control Car
2017,2192,45.55,23.7,39679.47,17,14.34,3.3,Toy Bike
2016,66,38.87,47.78,27724.2,85,19.59,2.0,Barbie Doll
2024,166,99.81,28.97,48882.38,49,59.15,2.0,Teddy Bear
2018,1595,55.54,34.76,12542.86,176,79.95,3.3,Puzzle Game
2022,3201,40.65,46.22,46064.72,27,47.67,2.8,Action Figure
2023,2743,41.66,33.32,13135.33,142,74.7,3.0,Teddy Bear
2021,4139,23.52,21.59,27050.58,183,41.89,2.3,Toy Bike
2015,1326,53.66,1.24,23339.43,118,78.42,2.3,Train Set
2017,3290,46.69,36.41,19271.28,141,22.6,5.0,Toy Bike
2023,4992,30.73,48.24,48174.0,3,55.91,2.6,Action Figure
2015,3838,20.25,23.51,14342.78,192,51.61,1.9,Remote Control Car
2023,421,34.57,16.99,34068.59,101,18.23,3.8,Puzzle Game
2022,2857,53.32,25.96,40399.36,120,29.06,4.1,Barbie Doll
2015,205,10.54,36.42,10653.34,72,48.77,1.9,Action Figure
2020,2711,19.61,0.03,48684.49,99,71.75,1.4,Teddy Bear
2019,514,95.03,44.36,27785.38,151,82.38,2.2,Barbie Doll
2020,4928,56.57,44.32,45810.04,100,68.85,3.1,Puzzle Game
2024,4949,11.03,27.06,33530.17,39,33.44,2.5,Puzzle Game
2019,4365,70.84,6.12,32821.92,58,18.22,1.6,Teddy Bear
2020,1823,10.87,33.59,17933.72,18,52.02,1.1,Train Set
2019,166,75.19,6.89,38758.92,113,37.55,3.0,Building Blocks
2025,2153,76.25,25.38,2459.53,182,55.07,4.5,Remote Control Car
2019,1424,66.85,4.68,28235.2,31,41.84,3.4,Train Set
2018,3253,74.56,29.45,2574.81,64,40.34,4.5,Toy Bike
2017,4453,13.36,15.9,16036.72,42,82.96,4.1,Action Figure
2017,3596,74.04,41.55,5718.49,37,63.4,2.4,Action Figure
2018,4027,17.99,40.0,45667.96,111,63.58,2.7,Building Blocks
2023,4367,37.25,49.92,31784.76,105,20.7,4.4,Action Figure
2016,1246,94.56,12.88,33757.02,70,41.17,3.8,Remote Control Car
2023,3461,52.77,3.09,42705.29,100,71.02,3.2,Teddy Bear
2015,846,96.91,22.15,36918.59,105,55.36,4.8,Puzzle Game
2015,3942,13.45,4.17,7085.58,88,46.83,1.2,Train Set
2019,200,50.37,8.92,31259.38,97,87.82,4.4,Action Figure
2020,3299,10.93,29.87,48930.37,115,20.91,2.3,Puzzle Game
2020,161,64.87,29.61,11491.68,42,22.86,3.6,Barbie Doll
2017,732,12.48,2.17,31365.98,114,55.06,4.7,Toy Bike
2021,1211,21.66,22.15,28617.1,29,42.41,2.4,Barbie Doll
2023,2429,29.59,26.51,20190.66,117,48.45,3.0,Barbie Doll
2025,210,76.13,13.4,47777.13,198,53.83,2.3,Building Blocks
2024,1475,20.58,43.6,18463.62,131,20.2,3.8,Toy Bike
2022,3711,85.43,8.05,5590.34,146,31.61,1.5,Action Figure
2020,327,17.53,12.7,48164.61,85,52.97,4.0,Barbie Doll
2022,3441,8.35,7.85,36731.79,157,25.48,4.1,Remote Control Car
2019,1606,42.53,5.83,17780.04,52,77.17,1.3,Teddy Bear
2022,4642,98.05,43.95,14745.07,117,72.68,2.6,Building Blocks
2024,1965,15.48,13.89,46473.31,42,55.45,3.8,Action Figure
2018,4800,14.66,36.13,14403.95,52,49.59,1.4,Train Set
2024,3157,76.36,21.4,27320.73,164,84.36,4.2,Building Blocks
2022,352,34.66,31.79,11532.8,136,70.19,3.6,Train Set
2024,4583,73.14,46.41,49765.52,127,13.05,2.9,Toy Bike
2016,2823,24.0,42.23,38705.92,2,27.87,1.4,Teddy Bear
2019,4331,48.71,3.45,28814.11,51,15.84,1.3,Building Blocks
2023,3295,30.2,42.26,37545.5,143,89.57,2.0,Train Set
2018,4818,47.9,22.59,45902.03,104,43.78,4.2,Building Blocks
2025,1050,78.06,17.51,48193.09,17,20.74,4.6,Train Set
2020,3884,77.39,33.62,39514.93,141,38.65,2.0,Puzzle Game
2015,4056,54.0,47.51,42604.23,182,88.4,2.2,Puzzle Game
2023,4828,93.2,4.71,20491.9,128,21.44,1.7,Remote Control Car
2015,1768,30.06,38.4,20199.33,153,38.56,3.7,Building Blocks
2019,3880,27.83,10.18,40606.54,109,32.06,1.1,Building Blocks
2018,3231,63.31,19.01,38221.63,75,73.22,4.7,Teddy Bear
2017,2932,64.02,43.69,45148.1,161,12.04,2.1,Toy Bike
2020,1048,9.42,27.29,7517.48,78,85.74,4.1,Train Set
2016,334,62.74,3.37,34849.84,98,79.5,4.9,Teddy Bear
2017,470,40.57,25.4,32734.76,150,39.15,1.6,Teddy Bear
2019,2210,76.01,39.48,40127.47,172,82.1,1.5,Building Blocks
2023,3115,81.77,26.44,2203.07,132,44.06,2.1,Building Blocks
2016,2325,57.45,8.34,41486.37,108,33.35,3.4,Teddy Bear
2024,1544,5.16,22.25,16994.91,154,42.56,1.0,Action Figure
2022,3934,65.45,46.22,34668.98,129,76.0,3.4,Toy Bike
2016,4673,76.14,32.91,31211.42,10,54.89,3.3,Puzzle Game
2025,2593,28.65,36.49,22569.72,100,27.38,1.2,Barbie Doll
2019,4176,49.14,39.3,37555.35,2,15.57,3.1,Train Set
2021,4307,96.74,4.53,48099.73,29,58.52,4.3,Remote Control Car
2022,1891,33.32,29.08,16850.27,153,75.47,2.2,Barbie Doll
2015,4850,26.2,18.8,37673.36,125,78.44,4.3,Remote Control Car
2020,771,25.03,6.96,16412.32,60,75.83,2.8,Remote Control Car
2015,1451,58.09,10.14,42437.0,89,51.07,4.4,Train Set
2016,495,95.23,39.06,22426.39,13,40.22,2.9,Toy Bike
2015,2841,62.83,8.07,23014.02,168,88.03,4.6,Toy Bike
2025,4572,33.82,15.62,38822.15,162,83.79,4.7,Train Set
2019,3817,65.66,14.24,25312.32,35,70.16,1.0,Remote Control Car
2024,2601,64.36,2.43,14065.59,79,44.41,2.5,Action Figure
2023,2017,61.71,23.11,49781.31,39,87.88,4.5,Remote Control Car
2020,3938,20.15,38.3,31391.04,42,39.91,1.1,Teddy Bear
2025,4866,65.28,1.11,32612.33,25,64.76,1.4,Remote Control Car
2025,2781,45.87,5.63,32682.51,142,33.54,2.7,Toy Bike
2015,2679,6.77,36.01,44284.59,83,76.85,4.9,Teddy Bear
2015,2014,56.28,29.68,10009.73,110,78.81,4.7,Remote Control Car
2016,1107,98.98,35.76,3898.42,86,50.73,3.3,Train Set
2023,4881,38.23,11.51,19948.33,1,54.97,2.0,Teddy Bear
2017,807,96.73,40.19,28680.35,167,85.88,3.6,Train Set
2015,1845,14.14,23.99,14999.77,30,21.37,2.3,Building Blocks
2019,1693,74.58,30.52,34771.14,133,47.71,3.6,Remote Control Car
2021,4899,15.86,4.61,4621.88,199,52.27,1.7,Train Set
2020,73,30.99,10.25,39744.76,190,75.32,3.4,Remote Control Car
2015,1289,59.23,38.67,36186.21,159,72.23,3.8,Toy Bike
2019,4200,61.31,11.2,11483.29,135,58.17,3.9,Teddy Bear
2019,3147,78.65,4.63,15624.26,127,22.45,4.9,Puzzle Game
2020,1354,63.45,29.86,40543.1,29,42.5,1.1,Teddy Bear
2017,2592,61.39,27.4,38893.55,51,17.3,1.3,Remote Control Car
2019,3762,91.67,30.39,40874.54,117,22.03,3.4,Puzzle Game
2021,4005,47.96,30.92,16789.9,79,28.12,2.9,Remote Control Car
2019,4579,26.4,25.01,48508.99,179,36.69,3.5,Toy Bike
2019,4353,20.37,24.69,36051.57,94,45.21,3.8,Action Figure
2019,4278,43.0,46.21,4194.84,199,67.65,1.1,Remote Control Car
2024,1355,72.71,26.69,24409.01,69,11.85,2.9,Train Set
2024,4514,9.04,30.87,33562.81,14,79.76,3.0,Building Blocks
2017,3224,17.26,13.35,9263.86,94,89.37,3.5,Toy Bike
2015,3678,15.08,43.55,45186.68,23,87.13,2.4,Teddy Bear
2019,831,60.6,1.22,37951.33,80,44.0,1.3,Remote Control Car
2023,616,28.07,27.86,4990.16,88,41.95,2.3,Train Set
2015,4672,20.79,19.19,45746.71,43,51.79,1.9,Building Blocks
2017,4182,61.31,30.2,20814.11,56,63.17,4.1,Teddy Bear
2018,4323,77.32,18.01,23171.0,149,32.21,4.5,Barbie Doll
2015,688,36.55,35.88,39372.3,107,62.39,1.7,Toy Bike
2015,3750,59.93,1.02,32555.89,158,34.74,3.4,Puzzle Game
2022,4217,14.32,20.29,22438.91,109,62.85,1.8,Toy Bike
2016,2449,93.84,41.56,13721.61,168,62.22,4.3,Toy Bike
2022,2720,37.01,12.51,26327.89,94,10.07,4.1,Teddy Bear
2021,1222,99.76,2.64,29379.81,102,79.7,3.3,Toy Bike
2024,1770,97.97,24.83,31915.69,22,25.4,2.3,Toy Bike
2024,154,78.99,48.83,30648.1,130,89.42,4.9,Teddy Bear
2016,1732,6.91,3.21,31247.87,151,54.0,3.6,Train Set
2020,4366,56.63,3.5,24311.14,106,40.92,4.0,Puzzle Game
2020,1899,13.25,29.76,28532.5,190,17.34,4.5,Building Blocks
2017,912,90.04,12.5,15143.27,30,64.48,4.3,Barbie Doll
2025,3495,80.02,20.51,8760.37,155,38.78,4.3,Puzzle Game
2016,2615,97.37,41.53,30739.85,37,87.04,2.0,Barbie Doll
2015,348,62.8,9.94,3302.94,70,78.58,2.3,Puzzle Game
2020,2958,54.61,35.96,4195.14,16,19.95,2.6,Train Set
2019,4187,54.3,25.22,13118.48,124,46.61,4.7,Train Set
2025,820,41.71,45.25,10522.02,20,45.53,1.2,Puzzle Game
2023,2589,49.53,48.65,19331.54,74,66.7,2.0,Puzzle Game
2015,1512,65.36,24.25,19193.15,174,31.84,2.8,Action Figure
2021,3904,93.63,29.23,6725.92,102,76.9,3.9,Train Set
2019,3168,61.61,37.29,13078.65,123,85.32,1.6,Remote Control Car
2019,2182,86.43,15.93,1223.89,74,54.19,3.0,Puzzle Game
2016,1759,86.96,11.34,18197.23,153,84.18,2.3,Puzzle Game
2025,1040,54.29,48.23,40025.32,59,36.03,1.9,Barbie Doll
2017,760,38.01,21.63,14041.84,160,35.39,1.2,Toy Bike
2021,4354,65.76,0.08,32524.06,145,67.87,4.3,Teddy Bear
2020,88,47.36,41.89,5814.5,138,45.55,3.7,Remote Control Car
2016,1325,12.74,29.98,1601.95,145,32.09,2.1,Puzzle Game
2020,4907,40.89,8.43,25421.43,130,34.77,2.6,Teddy Bear
2016,1486,99.44,1.51,23612.72,66,76.59,3.2,Toy Bike
2016,3043,9.61,14.57,10384.44,29,61.76,2.3,Action Figure
2016,1519,71.18,46.39,15042.66,123,73.32,1.7,Barbie Doll
2025,2149,84.91,46.67,2502.9,132,43.02,1.8,Train Set
2017,423,66.63,15.55,40092.19,30,85.11,4.4,Puzzle Game
2016,4301,59.13,41.8,15762.85,189,81.26,2.9,Toy Bike
2018,4075,72.22,22.09,11753.36,186,12.86,2.9,Teddy Bear
2023,1163,45.79,32.72,40428.23,162,39.2,2.6,Remote Control Car
2020,2776,13.68,16.72,2924.41,78,15.91,3.9,Barbie Doll
2015,2448,96.43,25.8,14941.77,152,29.02,4.3,Train Set
2022,3284,46.07,14.69,13874.87,88,84.05,3.9,Barbie Doll
2021,1315,68.21,3.06,13885.66,82,81.67,2.9,Toy Bike
2024,3173,55.47,6.97,1563.29,25,14.49,1.8,Barbie Doll
2017,703,10.19,14.53,46798.91,89,12.86,3.2,Toy Bike
2015,4208,95.51,48.81,43343.11,105,61.67,3.9,Building Blocks
2019,558,80.29,48.28,21310.16,25,28.87,2.7,Action Figure
2018,2389,19.16,41.38,22826.31,158,10.18,5.0,Toy Bike
2024,3212,98.26,11.63,26683.56,183,76.64,4.7,Train Set
